issueKey,summary,created,resolved,status,priority,severity,labels,components,Bug Detection Phase,linked_pr_number,is_escaped_defect
IO-106516,Getting duplicate transaction issue in production env when sandbox value in export doc is not defined,2024-12-10T11:18:56.322+0530,,Released,P2,S2,,EDI,,,False
IO-106515,"Cloning the Standalone Lookup Cache resource is bringing down the environment , receiving ""no healthy upstream"" error",2024-12-10T11:17:12.922+0530,,Released,P1,S2,LookupCacheBugs,Epic,,,False
IO-106484,"Observing logName=unresolvedMapping error=""mappings cannot be resolved"" for endpoint-service",2024-12-10T10:55:30.944+0530,2025-04-30T16:32:02.970+0530,Released,P2,S2,NeedArchReview,Adaptor,,,False
IO-106418,Observing popup error and not able to access the 'Ignore fields during pull' under revisions tab for newly created environments,2024-12-10T08:05:23.374+0530,,Released,P2,S2,,Integration Lifecycle Management,,,False
IO-106416,Buttons has wrong variant,2024-12-10T00:46:58.567+0530,,Released,P3,S3,,UI - Usability,,,False
IO-106405,[BE] /frequentlyInstalledApps is not working as expected if RMS is set to true.,2024-12-09T19:51:38.959+0530,,Released,P1,S2,,Core,,,False
IO-106398,Unable to load the source fields in mapper when we are adding lookup cache resource in export transformation2.0,2024-12-09T18:31:22.827+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-106397,uploadManifestToS3 script | direction property issue in file definitions,2024-12-09T18:28:10.682+0530,2025-08-13T21:09:46.307+0530,Released,P2,S2,,File Definitions,,,False
IO-106386,Upload zip button is not clickable for templates ,2024-12-09T17:08:11.529+0530,,Released,P2,S2,,UI - Usability,,,False
IO-106384,[BE] Unable to create VAN connection in non prod env's & When user create Van connection in mailbox name(EC grid)  undefined is appending instead of profile name or company name.,2024-12-09T17:03:59.048+0530,,Released,P1,S2,Regression,EDI,,,False
IO-106364,Connections are not updated properly for NetSuite Import when microservice is enabled.,2024-12-09T16:07:35.635+0530,,Released,P3,S3,,NetSuite Adaptor (Node.js),,,False
IO-106363,"[UI] Seeing an ""environment"" field, in cloning page for a old user where sandbox is disabled.",2024-12-09T16:07:26.578+0530,,Released,P2,S2,,UI,,,False
IO-106358,Getting uncaught exception which is causing pod restart in fms when clearing connection queue multiple times within 1 min,2024-12-09T15:59:54.987+0530,,Released,P2,S1,,Core,,,False
IO-106356,[UI][QA-staging] we are seeing loading bar even page loads successfully,2024-12-09T15:48:33.470+0530,,Released,P1,S2,,UI,,10418;10435;10459,False
IO-106342,App crash when user is trying to create a filter in shared  account,2024-12-09T12:32:28.476+0530,,Released,P1,S1,,UI - Usability,,,False
IO-106334,[BE] - Getting 422 error when we try to reenable Require account SSO to true after setting it to false in non-prod,2024-12-09T12:25:03.418+0530,,Released,P2,S2,,Core,,,False
IO-106319,flow execution group id and __flowExecution group ids are different for flows,2024-12-09T11:27:35.602+0530,,Released,P2,S2,,Core,,,False
IO-106289,error-management : occaasionnaly batch processing becomes very slow causing lag buildup,2024-12-08T14:23:06.643+0530,2025-06-19T14:29:17.327+0530,Released,P3,S3,,Core,,,False
IO-106268,[Regression Required] Incorrect Handling of Array Path in AFE Input Leading to Handlebars preview Failures,2024-12-06T19:20:11.558+0530,2025-05-13T09:52:19.569+0530,Released,P2,S2,EndpointPreviewFix;NeedsPMPrioritization,Adaptor,,12773,False
IO-106266,When Use empty string as default option value is selected in mapper it is not converting boolean,2024-12-06T18:56:16.856+0530,2025-06-17T16:00:10.637+0530,Released,P2,S2,,Mapping,,,False
IO-106261,"Linux Agents | In case installing fresh agent having requestUpdate true, updated build download is failing",2024-12-06T17:41:48.451+0530,,Released,P2,S2,,On-Premise Agent,,,False
IO-106247,[AD]:  'Use SQL query on first page only' option is displayed for AD import,2024-12-06T15:51:56.616+0530,,Released,P1,S2,,UI,,,False
IO-106232,[UI] -  We are not able to enable the number of non-prod envs mentioned in the numEnvironments field on license,2024-12-06T13:52:11.099+0530,,Released,P2,S2,,API (api.integrator.io),,,False
IO-106230,Placeholder bug for UI icons/buttons alignment,2024-12-06T13:24:58.111+0530,,Released,P4,S3,,UI - Usability,,,False
IO-106227,Buttons missed for new design migration,2024-12-06T13:23:21.237+0530,,Released,P2,S2,,UI,,,False
IO-106225,[AD]: Improper Message/Code is displayed when user tries to add the already available data in AD,2024-12-06T13:11:26.425+0530,2025-07-10T09:15:53.103+0530,Pending Release,P2,S2,,DB Adaptor,,,False
IO-106218,Value fields are not getting saved properly in where clause of salesforce once we edit them,2024-12-06T12:59:35.691+0530,,Released,P2,S2,PM_Triaged,UI,,,False
IO-106210,Errors count mismatching after the errors have been resolved[When the export/import has been deleted before the processing of error message],2024-12-06T12:28:32.552+0530,2025-04-30T17:07:24.898+0530,Released,P2,S3,,Core,,,False
IO-106198,Windows Agents | Latest version of agent is not downloading due to checksum issue,2024-12-06T11:51:51.433+0530,,Released,P1,S1,,On-Premise Agent,,,False
IO-106196,Observing TypeError: Cannot read properties of undefined (reading 'includes') for mapper 2,2024-12-06T11:17:35.967+0530,,Released,P1,S2,,Adaptor,,,False
IO-106174,Fix failing tcs on node 22 branch in integrator-adaptor,2024-12-06T10:32:47.172+0530,2025-08-13T21:08:18.798+0530,Released,P4,S3,,Adaptor,,,False
IO-106164,Mapping indicator is missing in integration,2024-12-06T10:27:57.608+0530,,Released,P4,S2,,UI - Usability,,,False
IO-106128,"Getting ""unexpected error"" instead of ""Unable to download the csv file. Error: The response size exceeded the limit of 5MB"" , while hitting ""/cloneData"" route for more than 5 MB lookup cache resource",2024-12-05T18:25:54.538+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-106115,[UI] Improper Error messages in edit lookupcache page,2024-12-05T17:00:36.017+0530,,Released,P2,S2,UI_LookupCacheBugs,UI,,,False
IO-106101," level=error, logName=uncaughtException, err={}, stack=ReferenceError: nconf is not defined coming when updating token with agent having requestUpdate set to true in agent mongo collection",2024-12-05T16:00:17.801+0530,,Released,P2,S2,,On-Premise Agent,,,False
IO-106090,Body param fields should be disabled for IA's,2024-12-05T14:42:07.190+0530,,Released,P2,S2,,UI,,,False
IO-106079,Exports/Imports are throwing errors with ACTIVE mode ftp connection,2024-12-05T13:37:01.721+0530,,Pending Release,P1,S1,,FTP Bridge,,,False
IO-106075,/published/featuredTemplates route is returning 403 access restricted error for custom users,2024-12-05T12:36:31.054+0530,,Released,P2,S2,,Core,,,False
IO-106072,user is not able navigate to CeligoUniversity,2024-12-05T12:19:07.376+0530,,Released,P1,S1,regression,Core,,,False
IO-106062,Getting undefined in the body params handlebar editor,2024-12-05T11:23:00.241+0530,,Released,P2,S3,,UI,,,False
IO-106050,"Incorrect classification of ""no error message found"" error.",2024-12-05T11:00:21.687+0530,,Open,P2,S3,,Adaptor,,,False
IO-106029,[BE] The name of the downloaded file is not same as mentioned in the FRD,2024-12-04T20:45:22.001+0530,2025-03-27T10:13:06.979+0530,Released,P3,S2,LookupCacheBugs;NeedsPMTriage,Adaptor,,,False
IO-105957,error-management possible memory leak,2024-12-04T16:05:27.087+0530,2025-05-12T18:02:21.204+0530,Released,P2,S2,,Core,,,False
IO-105956,Getting unknown error while saving lookupcache ,2024-12-04T16:02:21.373+0530,,Released,P2,S2,LookupCacheBugs,Adaptor,,,False
IO-105930,Target concurrency is not getting set for migrated connections,2024-12-04T13:35:12.029+0530,,Pending Release,P1,S1,,Core,,,False
IO-105919,[BE] The corresponding ashares are not created in the non-prod envs when an existing user is invited from a prod env.,2024-12-04T12:53:35.174+0530,,Released,P1,S1,slackReported,Core,,,False
IO-105911,Graphql response is coming in backend the but the front end is not working,2024-12-04T12:39:26.276+0530,,Released,P1,S1,,UI - AI/ML,,,False
IO-105883,Unable to view queue size on the dashboard for Customer SellerX,2024-12-04T11:35:28.059+0530,2025-08-13T21:08:52.448+0530,Released,P3,S2,,Core;UI,,,False
IO-105845,Adding worker logs for debugging MaxParallelRequests Error | Dec 2024 patch,2024-12-04T09:54:46.870+0530,,Released,P2,S2,,DB Adaptor,,,False
IO-105843,Restarts in FMS due to RedisClient error,2024-12-04T09:18:14.805+0530,2025-08-13T21:08:29.698+0530,Released,P3,S2,,Core,,,False
IO-105839,Possible memory leak during the websocket invocation,2024-12-04T05:27:57.691+0530,,Analysis,P2,S2,PG1-Worker;SplunkError;Worker-MS,Core-Workers,,,False
IO-105838,Possible memory leak during S3 call retrying,2024-12-04T05:26:59.106+0530,,On hold,P2,S2,Must_Have;PG2-Worker;SplunkError;Worker-MS,Core-Workers,,,False
IO-105835,Permission checks are not happening for data routes in lookupCache,2024-12-04T01:03:26.696+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-105787,User is able to get error if we are pushing the same service name for the peerServices,2024-12-03T17:36:23.130+0530,,Released,P2,S2,,Core,,,False
IO-105778,User is able to view the deleted resources from search api ,2024-12-03T17:29:53.329+0530,,Released,P2,S2,ReportedByAutomation,Core,,,False
IO-105702,Observing connectionMap doesn't match with any of the _id's  Issue when cloning the integration from one env to other env,2024-12-03T14:54:54.358+0530,,Released,P1,S2,,Cloning,,,False
IO-105684,published/featuredtemplates is throwing 400 errors when RMS is disabled for the user,2024-12-03T13:55:03.231+0530,,Released,P2,S2,,Core,,,False
IO-105683,[UI] Size column is not getting updated in lookupcaches,2024-12-03T13:50:35.312+0530,,Released,P3,S1,UI_LookupCacheBugs,UI,,,False
IO-105674,"LookupCache - nextPageurl is failing with duplicate ""/api"" in the request URL",2024-12-03T13:33:28.058+0530,,Released,P2,S2,UI_LookupCacheBugs,QA;UI,,,False
IO-105670,[UI] - Getting error screen when a shared user accepts invite,2024-12-03T13:04:50.501+0530,,Released,P3,S3,,UI,,,False
IO-105642,The MongoDB import filter is not working as expected when mappings are configured,2024-12-03T12:33:35.045+0530,2025-08-13T21:09:32.751+0530,Released,P2,S2,,DB Adaptor,,,False
IO-105599,UI Issues on Marketplace Page: Empty Space and Template Description Handling,2024-12-03T10:36:30.714+0530,,Released,P2,S2,,UI - Marketplace,,,False
IO-105556,"Observing 422 error for /published/featuredTemplates when there are no featured templates when ""applyToAllUsers"" and ""applyToFreeTrailUsers"" are set to false",2024-12-03T09:50:37.422+0530,,Released,P2,S2,,Core,,,False
IO-105544,[UI] Throwing wrong error message when user enter only key and try to save the form,2024-12-03T07:11:34.982+0530,,Released,P2,S2,UI_LookupCacheBugs,UI,,,False
IO-105538,[UI] [UX] Cursor is not working properly while working with adding/editing key and values of lookupcaches,2024-12-03T06:56:51.177+0530,,Released,P3,S2,UI_LookupCacheBugs,UI,,,False
IO-105533,"Issue with subsequent pulls, pulls showing changes that are already pulled",2024-12-03T01:06:58.048+0530,,Released,P1,S1,,Integration Lifecycle Management,,,False
IO-105532,When adding double quotes in front of text in handlebar the cursor moves to the end,2024-12-03T00:34:52.665+0530,,Released,P4,S3,,UI - Usability,,,False
IO-105529,error count should be present for flowgroup,2024-12-02T22:44:41.648+0530,,Released,P2,S2,jira_escalated;slackReported,UI - Usability,,,False
IO-105525,"In Webhook, the Challenge requests response body is returning the value with Quotes in Postman",2024-12-02T21:17:10.587+0530,,Released,P2,S2,NeedsPMTriage;jira_-_netsuite_connector;jira_escalated;slackReported,Core,,,False
IO-105473,UI Bug: Incorrect Handlebar Placeholder Injection in JSON Rendering,2024-12-02T16:55:51.644+0530,,Released,P2,S2,AI/ML;UI,UI - AI/ML,,,False
IO-105472,Users Unable to View or Interact with Last Row of IA/Templates on Marketplace Page,2024-12-02T16:55:00.232+0530,,Released,P2,S2,,UI - Marketplace,,,False
IO-105444,Search API is not working as expected with Descriptions search,2024-12-02T15:43:17.382+0530,,Released,P2,S2,,Core,,,False
IO-105439,[BE] The /enable call is in pending state and then getting cancelled when the user tries to enable an env for an account which has 100 envs.,2024-12-02T14:24:37.491+0530,,Released,P2,S2,,Core,,,False
IO-105396,[App Crash][LogRocket]- Users unable to access 'My integrations' page,2024-12-02T12:25:11.315+0530,2025-08-13T21:10:10.138+0530,Released,P2,S2,,UI,,,False
IO-105389,Error: Unable to establish FTP ACTIVE MODE connection [Failed to get an open port for an 'Active' FTP mode connection.],2024-12-02T11:56:30.619+0530,,Pending Release,P1,S2,,FTP Bridge,,,False
IO-105379,[Punch list] [BE] - POST (api/v1) /exports/<:exportId>/data?challenge=somechallengedata,2024-12-02T10:13:17.081+0530,,Blocked,P2,S2,slackReported,Core-Webhooks,,,False
IO-105369,[UI] Unable to configure OAuth connections to online in multi-environments[Coredev],2024-12-02T01:09:04.886+0530,,Released,P1,S1,,Connection Assistant,,,False
IO-105337,[QA prod]Observing 422 issue for while invoking api's when RMSInternal and FMSInternal is set to true,2024-11-29T16:07:19.265+0530,,Released,P2,S2,,Core,,,False
IO-105323,Error pop-up for EDI Premium Feature appears for users without EDI licenses on dashboard,2024-11-29T14:03:13.981+0530,,Released,P2,S2,,UI - Usability,,,False
IO-105309,error: uncaughtException: TypeError: Cannot read property 'errors' of null (export),2024-11-29T11:57:46.485+0530,,In Progress,P2,S2,Core_Team_Triage;PG3-Worker;SplunkError,Adaptor,,,False
IO-105308,error: uncaughtException: TypeError: Cannot read property 'code' of undefined,2024-11-29T11:53:57.512+0530,2025-06-18T18:08:24.852+0530,Released,P2,S2,Core_Team_Triage;SplunkError,Core,,,False
IO-105296,Multiple Connections with the Same Name are Highlighted on Resource page,2024-11-29T10:19:08.563+0530,,Released,P2,S2,Slack;slackReported,UI,,,False
IO-105251,Body parameter : Objectarray | filterGroups: You can't map string (source) to objectarray (destination),2024-11-28T16:31:25.454+0530,,Open,P2,S2,Assistant2.0;NeedsPMPrioritization;NeedsPMTriage,Adaptor,,,False
IO-105226,Some users are getting 504 response on celigouniversity API,2024-11-28T13:34:23.523+0530,,Released,P2,S2,,Core,,,False
IO-105201,Support Batch Delete for number of keys > 25 and non String validations in request body,2024-11-28T11:46:38.574+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-105199,AFE toggle is missing for handlebar editors,2024-11-28T11:22:01.697+0530,,Released,P2,S2,,UI,,,False
IO-105148,Unable to uninstall the IA2.0 integrations in QA ENV,2024-11-27T19:27:35.602+0530,,Released,P2,S2,,Core,,,False
IO-105141,[Gravitee dependent] APIM | Cockpit Vulnarabilities,2024-11-27T18:50:40.474+0530,,Open,P2,S2,,API management,,,False
IO-105113,App crash on clicking handlebar icon for body param field,2024-11-27T16:52:05.425+0530,,Released,P1,S1,,UI,,,False
IO-105105,"PUT call for /featuredTemplates is not throwing an error and getting saved successfully even when _userIds is not present along with ""applyToAllUsers"" and ""applyToFreeTrailUsers"" set to false",2024-11-27T15:37:51.636+0530,,Released,P2,S2,,Core,,,False
IO-105091,Unpin Integrations not working correctly even after sending correct payload in account owner and user both,2024-11-27T13:43:12.056+0530,,Released,P2,S2,jira_escalated;slackReported,UI,,,False
IO-105074,"""Verifying"" Step Not Displayed During ZIP Installation",2024-11-27T12:12:08.768+0530,,Released,P3,S3,ReportedByAutomation,UI,,,False
IO-105038,EPROTO Error SSL | Fatal Error | Http Adaptor,2024-11-26T22:16:03.336+0530,,Blocked,P2,S2,NeedsPMPrioritization,HTTP Adaptor,,,False
IO-105030,[BE] - Getting server error when we are hitting (v1/api)/flows/:flowid/test/run in both production and non-prod env,2024-11-26T21:01:58.306+0530,,Released,P2,S2,,Core,,,False
IO-105014,[UI] Env list is not properly sorted upon clicking on view in environments field in Entitlements usage section,2024-11-26T18:16:24.932+0530,,Released,P2,S2,,UI,,,False
IO-105013,Observing TypeError: Cannot read properties of undefined (reading '0') for endpoint-service,2024-11-26T18:08:06.767+0530,,Released,P2,S2,,Adaptor,,,False
IO-105010,Help text is not available for 'Build HTTP request body via' field for imports,2024-11-26T17:26:06.299+0530,,Released,P3,S2,,UI,,,False
IO-105006,[BE] - Getting error while we reset MFA of non-prod shared user using /system/v1/mfa/reset api,2024-11-26T16:47:02.846+0530,,Released,P2,S2,,Core,,,False
IO-104987,Worker MS | uncaughtException: cannot read properties of null (reading 'runAfter'),2024-11-26T15:56:11.081+0530,,Released,P2,S2,SplunkError;engg_triaged,Core-Workers,,,False
IO-104970,Upsert operation saving data in non stringified format due to which Unable to retrieve data with pageSize and empty request body [POST : _lookupCacheId/getData,2024-11-26T15:26:17.984+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-104965,"Able to upsert,get,delete,purge data with a invalid lookupcache id for lookupcache's",2024-11-26T15:05:27.665+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-104964,Help text is incorrect for 'Build HTTP request body via' field,2024-11-26T15:01:16.958+0530,,Released,P2,S3,,UI,,,False
IO-104963,"Invalid error message while attempting to delete invalid keys , duplicate keys, number of keys > 25",2024-11-26T14:49:12.340+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-104962,Import mapping should be replaced with lookup mapping for lookups,2024-11-26T14:42:48.330+0530,,Released,P3,S3,,UI,,,False
IO-104961,'Build HTTP request body via' field is not getting reset,2024-11-26T14:35:03.662+0530,,Released,P2,S2,,UI,,,False
IO-104944,[BE] Unexpected behaviours while upserting and fetching keys for POST route,2024-11-26T13:42:36.527+0530,,Released,P2,S2,LookupCacheBugs,Epic,,,False
IO-104902,Segmented Control slightly moved to the left.,2024-11-26T11:28:10.640+0530,,Released,P3,S3,,UI - Usability,,,False
IO-104899,Extra lines appears for body paramters field,2024-11-26T11:24:16.461+0530,,Released,P3,S3,,UI,,,False
IO-104895,getting duplicate error when user tries to create a transaction in sandbox which matches with transaction in production,2024-11-26T11:11:05.257+0530,,Released,P2,S2,,EDI,,,False
IO-104874,"Getting 'static_lookup_only_allowed' error code while saving Lookup type as Lookup cache for File Providers [ftp,s3,Gdrive,Box].",2024-11-26T09:33:53.416+0530,,Released,P1,S2,LookupCacheBugs,Adaptor,,,False
IO-104860,Worker MS - endRealtimeJobDone is not a function,2024-11-25T23:57:47.899+0530,,Released,P2,S2,SplunkError,Core-Workers,,,False
IO-104859,Not receiving cycleDown email for workers,2024-11-25T23:18:17.970+0530,2025-07-24T13:49:49.947+0530,Pending Release,P2,S2,Core_Team_Triage;PG4-Worker;Worker-Monolith,Core-Workers,,,False
IO-104851,Incorrect Retention Policy Message Displayed in Enterprise Plan,2024-11-25T22:52:31.449+0530,,Released,P2,S2,UI;slackReported,UI,,,False
IO-104847,Unexpected Application Error on refreshing mock input drawer,2024-11-25T21:04:24.342+0530,,Released,P2,S2,,UI,,,False
IO-104842,Remove redundant FTP downstream connections and calls,2024-11-25T18:03:17.480+0530,2025-06-19T21:49:12.583+0530,Released,P2,S2,,FTP Bridge,,,False
IO-104835,"Processed record doesn't match with ""Auto-recover rate limit error"" option enabled",2024-11-25T17:19:37.134+0530,,Released,P2,S2,jira_escalated,Errors / Dashboard,,,False
IO-104818,500 error in gptverse resource explanation api when script is sent as null. must be handled,2024-11-25T15:29:14.695+0530,,Released,P3,S3,,AI/ML - BE,,,False
IO-104636,[CE team] Observing 400 status code for proxy route returned by the integrator and does not reach the api-gateway,2024-11-23T17:33:42.018+0530,,Released,P2,S2,,Adaptor,,,False
IO-104573,We need to pass both source user and clone user to the linkIntegrationWithClonedIntegrationForILM after the cloning is done,2024-11-22T14:40:05.927+0530,,Released,P1,S1,,Integration Lifecycle Management,,,False
IO-104572,"[UI] After ""Environments""  field inside Entitlements usage section "":"" is missing and ""Environments""  field should be there in Entitlements usage section only in PROD env",2024-11-22T14:37:41.405+0530,,Released,P2,S2,,UI,,,False
IO-104549,[BE] - We are able to make POST /mfa/setup call for prod admin user with _allowResetByUserId as non-prod owner id,2024-11-22T12:24:20.755+0530,,Released,P2,S2,,Core,,,False
IO-104544,Fix Error for Two-Word Parameters Not Being Wrapped in Brackets in Handlebar Expression,2024-11-22T12:12:59.287+0530,,Released,P1,S1,,AI/ML - BE,,,False
IO-104513,Worker MS - Cannot read properties of undefined (reading 'errors'),2024-11-22T10:24:04.529+0530,,Released,P3,S2,SplunkError,Core-Workers,,,False
IO-104480,"Http 1.0 mappings, Issue while accessing Object Array-Level Data (Ex: addresses[*]) or Index (Ex:addresses[0], [1], etc.) returns empty string",2024-11-22T00:19:23.263+0530,,Open,P2,S2,,HTTP Adaptor,,,False
IO-104478,Spelling for AI code comparison is wrongly displayed,2024-11-21T23:34:33.157+0530,,Released,P2,S2,AI/ML,UI - AI/ML,,,False
IO-104475,Auth header is exposed in the headers of the HTTP response after the export/import preview/send with connection auth type as BASIC.,2024-11-21T21:26:36.808+0530,,Released,P2,S2,,HTTP Adaptor,,,False
IO-104458,External Navigation Link is missing for options in help icon menu,2024-11-21T18:30:29.052+0530,,Released,P3,S3,,UI - Usability,,,False
IO-104441,User shouldn't be able to PUT dynamic lookup request through backend in Transformation2.0,2024-11-21T17:14:01.569+0530,2025-07-25T10:56:43.636+0530,Released,P3,S3,apollo_backlog,Mapping,,,False
IO-104440,[BE] 'path' field accepting caps values,2024-11-21T17:09:18.781+0530,,Released,P3,S3,,HTTP Adaptor,,,False
IO-104401,[UI] SSO Required column is not shown in non-prod env. ,2024-11-21T12:30:44.028+0530,,Released,P2,S2,,UI,,,False
IO-104399,[BE] -  No error is being thrown when non prod shared user logs in with username and password when accountSSORequired=true and unable to login with sso for the shared user,2024-11-21T12:27:46.666+0530,,Released,P1,S1,,Core,,,False
IO-104398,[CORE-DEV][RMS ENABLED][UI] User is not seeing correct page after logging into an account whose access is removed from owner account,2024-11-21T12:21:11.456+0530,,Released,P2,S2,,Core,,,False
IO-104394,"[UI] Upon selecting filters in By group section in market place of a non prod env, IA's are getting hidden.",2024-11-21T12:04:01.943+0530,,Released,P2,S2,,UI,,,False
IO-104391,Message displayed on markeplace is not correct whenever we hit the bookmark url with search query parameter,2024-11-21T11:59:23.739+0530,,Released,P2,S2,,UI,,,False
IO-104335,celigo ai handlebar: get_xml_handlebar_template_examples not getting passed while formatting MODIFY_EXISTING_HANDLEBAR_IN_XML_FORMAT prompt,2024-11-20T21:23:05.215+0530,,Released,P1,S1,,AI/ML - BE,,,False
IO-104307,[EP enabled] Resource Data Showing Null for AFE2.0 for snowflake app,2024-11-20T19:22:05.505+0530,,Released,P2,S2,,Core,,,False
IO-104285,Async helper flow - Flow executed with zero record success and records are visible on debug logs,2024-11-20T18:08:27.261+0530,,Released,P1,S1,jira_escalated;slackReported,Adaptor,,,False
IO-104275,[BE] Environments call is failing when a user creates and IO account using Google Signup.,2024-11-20T16:27:54.509+0530,,Released,P2,S2,,Core,,,False
IO-104246,"/api/accountRedirection is not giving right details when we click on ""accountRedirection"" links from emails for Authentication service",2024-11-20T15:18:50.559+0530,,Released,P2,S2,,Core,,,False
IO-104241,[BE] Changes in the emails sent when stack is invited/dismissed.,2024-11-20T14:35:07.721+0530,,Released,P3,S3,,Core,,,False
IO-104219,[Core-dev env][RMS enabled][UI] All the connections are shown in dropdown while selecting existing connection when we configure connection for cloned flow,2024-11-20T13:41:23.534+0530,,Released,P2,S2,,UI,,,False
IO-104205,Next flow triggering multiple times,2024-11-20T12:36:16.515+0530,,Released,P2,S2,,Core-Workers,,,False
IO-104083,Travis | [integrator-adaptor] | [JOB=NetSuiteDistributedMicroServices] | [master],2024-11-20T10:34:57.453+0530,,Released,P4,S3,,NetSuite Adaptor (Node.js),,,False
IO-104076,error-management Max Call Stack Size Reached,2024-11-20T10:13:23.831+0530,,Released,P2,S3,,Core,,,False
IO-104074,[not multi-env bug]Unpin integration is not working and reflecting in UI even after refresh ,2024-11-20T10:12:52.572+0530,,Released,P2,S2,UI,UI,,,False
IO-104018,[UI]Seeing user id instead of user name upon creating snapshot under revisions tab in a non prod environment,2024-11-19T19:22:19.582+0530,,Released,P2,S2,,UI,,,False
IO-103997,override merge query AFE response is incorrect,2024-11-19T17:50:56.928+0530,,Released,P4,S2,,DB Adaptor,,,False
IO-103850,[BE] Shared user with SSORequired true is getting reset password link instead of error email restricting the password reset,2024-11-19T11:25:44.174+0530,,Released,P2,S2,,Core,,,False
IO-103849,[BE] The notifications are not persisting in the non-prod env.,2024-11-19T11:19:59.972+0530,,Released,P2,S2,,API (api.integrator.io),,,False
IO-103731,[Invite User]: Newly created integration fails to display under 'Roles & permissions  *' -> 'Custom' section when user navigate to  'Users' page after creating new integration,2024-11-18T17:47:35.980+0530,,Released,P2,S2,slackReported,Roles & Permissions,,,False
IO-103722,[BE]-We are not able to signup with /accept-invite as non-prod shared user if we didn't provide the password even though ssoRequired is set to true.,2024-11-18T16:45:20.194+0530,,Released,P2,S2,,Core,,,False
IO-103690,observing logName=unexpectedBehaviour error=Trying to fire DONE_EVENT twice in endpoint-service splunk logs coming for HTTP Export,2024-11-18T14:01:23.037+0530,,Released,P3,S3,,Adaptor,,,False
IO-103627,Universal connectors link is navigating to a broken page,2024-11-18T10:39:27.378+0530,,Released,P3,S3,,UI,,,False
IO-103603,getFileMeta returning wrong filename,2024-11-16T21:03:55.727+0530,,Released,P1,S2,jira_escalated,File Adaptor,,,False
IO-103596,Sentence casing is not followed for change password text,2024-11-15T19:23:56.256+0530,,Released,P3,S3,,UI,,,False
IO-103579,Sync job events are not getting filtered for queued/failed sync jobs,2024-11-15T17:50:02.576+0530,,Released,P1,S1,DI,Core,,,False
IO-103572,[BE] -  Non prod owner and admin is not able to reset the MFA of a shared user of the environment,2024-11-15T17:02:10.357+0530,,Released,P2,S2,,Core,,,False
IO-103569,Post De-provision if user apim license get enabled user is not able to redirect to gravitee.,2024-11-15T16:13:56.334+0530,,Released,P2,S2,APIM,Core,,,False
IO-103563,[QA.Staging] uncaughtException: TypeError: Cannot read property 'ignored' of undefined,2024-11-15T15:32:10.061+0530,,Released,P2,S2,,Core,,,False
IO-103502,Preset flow schedule is not working as expected,2024-11-15T14:03:48.836+0530,,Pending Release,P2,S2,,Core,,,False
IO-103501,deleting pageProcessor before first router is deleting the router along with pageProcessor in  scaenario where router is not pointed correctly,2024-11-15T13:30:11.680+0530,,Released,P2,S2,slackReported,UI,,,False
IO-103477,Staging |  RMS pod restarts observed ,2024-11-15T11:16:25.115+0530,,Released,P2,S1,,Core,,,False
IO-103462,Gateway URL undefined role admin,2024-11-15T10:51:15.886+0530,,Released,P2,S2,APIM,UI,,,False
IO-103456,Data is not parsed correctly for the CSV filetype ,2024-11-15T00:36:03.626+0530,,Open,P2,S2,,File Adaptor;HTTP Adaptor,,,False
IO-103447,The MongoDB document is not working as expected when mappings are configured,2024-11-14T22:14:23.594+0530,,Released,P2,S2,,DB Adaptor,,,False
IO-103434,We are able to view Negative value for log logName=scheduleDelay ,2024-11-14T16:35:16.765+0530,,Pending Release,P2,S1,,Core,,,False
IO-103429,"[Performance] If we are selecting the more than 14 application under marketplace then UI is not responding with ""page unresponsiveness""",2024-11-14T15:53:32.200+0530,,Released,P2,S2,,UI,,,False
IO-103385,Ability to have separate pod set based on api in api-gateway,2024-11-14T12:36:25.131+0530,,Released,P1,S1,,Core,,,False
IO-103377,FDRs with [0].  & 0. reference are not generating data - monolith,2024-11-14T12:23:47.955+0530,,Released,P1,S1,ReportedByAutomation,EDI,,,False
IO-103366,[UI] -  New shared user invited with MFA true is not navigating to MFA setup screen after signup,2024-11-14T11:34:20.729+0530,,Released,P2,S2,,UI,,,False
IO-103294,Issues with run next flows and flowExecutionGroupId,2024-11-14T06:48:11.134+0530,,Released,P2,S2,,Core-Workers,,,False
IO-103280,Prod | RMS pods restarting due to URI malformed errors,2024-11-13T22:39:11.088+0530,,Released,P1,S1,,Adaptor;HTTP Adaptor,,,False
IO-103276,QA | On cancelling the flow with multiple exports then some flow jobs gets stuck in cancelling state intermittently,2024-11-13T20:51:56.473+0530,,In Progress,P3,S2,Must_Have;PG3-Worker;Worker-MS;Worker-Monolith;engg_triaged,Core-Workers,,,False
IO-103257,[BE] - defaultEnvId is not getting updated when account is transferred to a shared user which is causing issue in UI for new owner,2024-11-13T17:55:52.166+0530,,Released,P2,S3,,Core,,,False
